Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Normal,Perfect Highlighter,General skincare,No URL available,No Image,IT Cosmetics,Makeup Remover,Monthly,130.08,1.5,2745.0,250ml,Female,Jar,Glycerin,True,France
Normal,Perfect Highlighter,General skincare,No URL available,No Image,E.l.f.,Foundation,Occasional,142.01,4.3,1938.0,250ml,Unisex,Stick,Hyaluronic Acid,False,Australia
Normal,Perfect Highlighter,General skincare,No URL available,No Image,NARS,Concealer,Monthly,39.46,4.3,3823.0,50ml,Unisex,Bottle,Salicylic Acid,False,Japan
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Make Up For Ever,Setting Spray,Daily,91.09,4.3,1274.0,200ml,Female,Compact,Vitamin C,True,South Korea
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Make Up For Ever,BB Cream,Monthly,137.04,1.7,2132.0,100ml,Unisex,Bottle,Retinol,False,France
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Hourglass,Foundation,Occasional,29.38,4.8,8150.0,50ml,Unisex,Jar,Glycerin,True,USA
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Kiehl’s,BB Cream,Weekly,19.37,2.2,4812.0,30ml,Female,Bottle,Hyaluronic Acid,False,Japan
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Pat McGrath Labs,CC Cream,Monthly,95.27,3.9,8528.0,150ml,Male,Spray,Salicylic Acid,False,UK
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Juvia’s Place,Highlighter,Monthly,132.22,1.4,1430.0,100ml,Unisex,Bottle,Shea Butter,False,Germany
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Yves Saint Laurent,Foundation,Monthly,41.73,4.6,3806.0,100ml,Male,Spray,Salicylic Acid,False,Japan
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Natasha Denona,Mascara,Occasional,24.76,4.0,807.0,100ml,Male,Tube,Glycerin,False,UK
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Farsali,Lipstick,Daily,82.62,4.5,6413.0,50ml,Unisex,Bottle,Salicylic Acid,True,Japan
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Kylie Cosmetics,CC Cream,Weekly,86.95,4.9,6946.0,250ml,Male,Bottle,Aloe Vera,True,South Korea
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Clinique,CC Cream,Occasional,102.36,4.1,2838.0,100ml,Unisex,Compact,Glycerin,False,France
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Charlotte Tilbury,Lipstick,Weekly,27.85,3.5,3933.0,150ml,Female,Stick,Salicylic Acid,True,South Korea
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Tarte,Bronzer,Occasional,148.85,3.7,1955.0,100ml,Male,Stick,Hyaluronic Acid,True,UK
Normal,Perfect Highlighter,General skincare,No URL available,No Image,Shiseido,Setting Spray,Weekly,143.55,1.8,3621.0,250ml,Male,Jar,Retinol,False,USA
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Milk Makeup,Primer,Daily,103.84,3.3,1206.0,200ml,Female,Stick,Hyaluronic Acid,False,USA
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Bite Beauty,Eye Shadow,Monthly,57.69,4.0,87.0,250ml,Unisex,Bottle,Hyaluronic Acid,False,Germany
Oily,Perfect Highlighter,General skincare,No URL available,No Image,IT Cosmetics,Makeup Remover,Monthly,146.85,2.5,6285.0,100ml,Male,Compact,Aloe Vera,True,Italy
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Bobby Brown,Setting Spray,Occasional,93.57,1.1,4159.0,50ml,Female,Tube,Aloe Vera,False,South Korea
Oily,Perfect Highlighter,General skincare,No URL available,No Image,IT Cosmetics,Powder,Weekly,138.64,2.2,2031.0,250ml,Female,Compact,Salicylic Acid,True,USA
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Charlotte Tilbury,Moisturizer,Monthly,78.4,3.9,1244.0,100ml,Unisex,Compact,Shea Butter,True,USA
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Juvia’s Place,Powder,Occasional,79.92,2.4,3376.0,250ml,Female,Spray,Aloe Vera,False,Australia
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Juvia’s Place,Primer,Daily,147.84,2.1,8552.0,30ml,Female,Stick,Retinol,False,Italy
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Laura Mercier,BB Cream,Daily,97.3,4.9,1034.0,30ml,Unisex,Jar,Aloe Vera,False,Japan
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Tatcha,Blush,Daily,90.6,1.1,3087.0,150ml,Male,Compact,Glycerin,False,Japan
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Bite Beauty,Cleanser,Occasional,136.69,4.8,2237.0,250ml,Female,Tube,Aloe Vera,False,France
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Charlotte Tilbury,Primer,Daily,42.8,2.8,6777.0,200ml,Male,Jar,Glycerin,True,UK
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Drunk Elephant,Setting Spray,Monthly,30.41,3.0,9039.0,30ml,Unisex,Bottle,Aloe Vera,False,France
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Make Up For Ever,Highlighter,Monthly,54.46,4.6,3950.0,50ml,Male,Tube,Salicylic Acid,True,Italy
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Glossier,Foundation,Daily,147.47,4.3,7719.0,30ml,Female,Spray,Hyaluronic Acid,False,Japan
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Hourglass,Concealer,Weekly,48.38,4.2,8883.0,200ml,Female,Compact,Hyaluronic Acid,False,Italy
Oily,Perfect Highlighter,General skincare,No URL available,No Image,IT Cosmetics,Contour,Daily,63.57,4.2,5677.0,100ml,Unisex,Jar,Glycerin,True,South Korea
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Farsali,Face Mask,Monthly,131.9,1.1,5057.0,250ml,Male,Spray,Aloe Vera,False,UK
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Becca,Primer,Weekly,39.08,3.1,5848.0,30ml,Unisex,Tube,Glycerin,False,UK
Oily,Perfect Highlighter,General skincare,No URL available,No Image,NARS,Face Oil,Daily,99.15,3.1,9363.0,250ml,Male,Compact,Shea Butter,False,Italy
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Yves Saint Laurent,Serum,Weekly,56.77,3.3,2947.0,50ml,Unisex,Compact,Shea Butter,True,France
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Fenty Beauty,Powder,Daily,125.88,4.6,7555.0,100ml,Male,Stick,Hyaluronic Acid,False,USA
Oily,Perfect Highlighter,General skincare,No URL available,No Image,Laura Mercier,Mascara,Weekly,114.4,2.3,2209.0,250ml,Female,Bottle,Aloe Vera,True,France
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Morphe,Eyeliner,Occasional,146.43,3.4,946.0,250ml,Unisex,Tube,Glycerin,True,Japan
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Natasha Denona,CC Cream,Monthly,87.82,3.9,3154.0,200ml,Unisex,Stick,Salicylic Acid,True,UK
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Bourjois,Lipstick,Daily,118.98,2.2,3101.0,30ml,Male,Compact,Shea Butter,True,France
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Ilia Beauty,Setting Spray,Occasional,52.46,4.7,2410.0,50ml,Female,Bottle,Salicylic Acid,False,Italy
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Laura Mercier,Setting Spray,Weekly,75.28,4.1,3593.0,30ml,Male,Stick,Vitamin C,False,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Anastasia Beverly Hills,Makeup Remover,Occasional,82.62,3.6,715.0,30ml,Unisex,Compact,Glycerin,False,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,E.l.f.,Blush,Daily,132.6,1.8,5514.0,250ml,Female,Spray,Salicylic Acid,True,USA
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,IT Cosmetics,BB Cream,Monthly,105.1,4.5,1948.0,250ml,Female,Compact,Shea Butter,True,France
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Danessa Myricks,Cleanser,Weekly,83.89,1.4,4091.0,50ml,Female,Stick,Retinol,False,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Drunk Elephant,Highlighter,Monthly,140.2,4.0,1238.0,100ml,Unisex,Compact,Retinol,False,USA
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Glossier,BB Cream,Monthly,13.52,1.2,6352.0,150ml,Female,Compact,Shea Butter,True,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Pat McGrath Labs,Lip Liner,Daily,52.5,1.2,7353.0,150ml,Female,Stick,Retinol,False,USA
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Tatcha,Moisturizer,Weekly,130.05,1.7,1656.0,50ml,Male,Compact,Glycerin,True,Germany
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Drunk Elephant,Lip Liner,Occasional,135.56,1.1,6041.0,100ml,Male,Spray,Salicylic Acid,True,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Tatcha,Eyeliner,Occasional,62.61,1.5,8782.0,200ml,Female,Stick,Shea Butter,False,Germany
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Bobby Brown,Eye Shadow,Occasional,31.7,4.4,9688.0,30ml,Male,Bottle,Glycerin,False,France
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,E.l.f.,Eyeliner,Weekly,145.51,4.5,4430.0,100ml,Male,Tube,Vitamin C,True,Italy
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Daily,93.95,1.4,8653.0,30ml,Male,Compact,Vitamin C,True,Australia
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Kylie Cosmetics,Powder,Occasional,17.04,1.2,2533.0,100ml,Female,Stick,Salicylic Acid,False,USA
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Anastasia Beverly Hills,Makeup Remover,Monthly,40.98,3.0,3217.0,150ml,Male,Tube,Shea Butter,False,Germany
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Fenty Beauty,Concealer,Weekly,47.73,3.8,7060.0,150ml,Female,Compact,Salicylic Acid,False,UK
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Urban Decay,Face Oil,Daily,28.73,2.5,847.0,30ml,Male,Stick,Aloe Vera,True,South Korea
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Milk Makeup,Cleanser,Daily,62.39,1.6,4299.0,200ml,Female,Bottle,Salicylic Acid,True,Italy
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Bite Beauty,Foundation,Weekly,44.21,3.1,1835.0,30ml,Male,Bottle,Salicylic Acid,False,France
Sensitive,Perfect Highlighter,General skincare,No URL available,No Image,Tatcha,Face Oil,Occasional,81.51,4.8,2658.0,200ml,Male,Stick,Hyaluronic Acid,False,Italy
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Becca,Mascara,Monthly,52.12,2.2,5218.0,250ml,Unisex,Spray,Retinol,False,UK
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Highlighter,Occasional,47.9,3.0,5853.0,250ml,Female,Jar,Retinol,False,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Eye Shadow,Occasional,126.18,1.4,5008.0,50ml,Unisex,Spray,Retinol,True,Italy
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Setting Spray,Weekly,27.55,1.3,2592.0,100ml,Unisex,Compact,Aloe Vera,False,France
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Sisley,Eyeliner,Occasional,90.63,2.9,8340.0,30ml,Unisex,Bottle,Vitamin C,False,France
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Lip Gloss,Daily,35.12,1.9,7329.0,250ml,Unisex,Stick,Hyaluronic Acid,False,Australia
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Exfoliator,Occasional,110.96,4.5,2497.0,200ml,Female,Compact,Shea Butter,True,USA
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Moisturizer,Daily,58.05,1.4,2416.0,200ml,Unisex,Tube,Vitamin C,False,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,BB Cream,Monthly,65.35,2.3,7118.0,250ml,Unisex,Compact,Salicylic Acid,True,USA
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Mascara,Occasional,19.07,1.4,2214.0,30ml,Unisex,Spray,Retinol,False,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,ColourPop,Bronzer,Occasional,102.24,2.8,1956.0,250ml,Unisex,Compact,Retinol,True,Germany
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Contour,Weekly,139.65,1.3,7394.0,150ml,Female,Jar,Shea Butter,False,Italy
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Serum,Occasional,143.56,2.2,7366.0,200ml,Female,Spray,Vitamin C,True,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Eyeliner,Weekly,34.91,1.2,1262.0,30ml,Unisex,Spray,Retinol,True,Germany
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Makeup Remover,Occasional,129.17,3.3,5327.0,50ml,Female,Jar,Salicylic Acid,False,USA
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Becca,Lip Gloss,Weekly,85.84,4.6,208.0,100ml,Female,Stick,Glycerin,False,Germany
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Foundation,Weekly,23.07,3.4,2283.0,50ml,Unisex,Spray,Hyaluronic Acid,True,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Foundation,Daily,33.09,4.7,3322.0,200ml,Male,Bottle,Hyaluronic Acid,True,Germany
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,Face Mask,Weekly,14.4,3.7,6957.0,30ml,Unisex,Stick,Glycerin,True,South Korea
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Tarte,Setting Spray,Weekly,22.96,4.4,8936.0,50ml,Unisex,Bottle,Shea Butter,False,USA
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Kylie Cosmetics,Primer,Occasional,97.56,1.9,495.0,100ml,Male,Compact,Vitamin C,False,USA
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Exfoliator,Occasional,110.85,1.2,3292.0,250ml,Unisex,Stick,Aloe Vera,False,UK
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Yves Saint Laurent,Highlighter,Occasional,129.59,3.2,7517.0,50ml,Male,Jar,Glycerin,False,France
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Glossier,Exfoliator,Daily,63.64,2.0,7334.0,250ml,Female,Compact,Retinol,False,Japan
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Hourglass,Highlighter,Occasional,56.54,4.6,8489.0,250ml,Female,Bottle,Hyaluronic Acid,False,UK
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Becca,Face Mask,Occasional,32.52,3.6,4838.0,200ml,Unisex,Compact,Glycerin,True,Australia
Combination,Perfect Lip Gloss,General skincare,No URL available,No Image,Bourjois,Highlighter,Daily,103.49,2.2,8241.0,50ml,Female,Tube,Vitamin C,True,USA
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Shiseido,Serum,Occasional,50.29,1.0,6974.0,200ml,Male,Compact,Aloe Vera,False,Italy
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Blush,Weekly,108.91,2.7,4764.0,30ml,Female,Spray,Vitamin C,False,Australia
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Sisley,Concealer,Daily,140.68,3.4,7633.0,150ml,Male,Spray,Salicylic Acid,True,Australia
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Shiseido,Lipstick,Daily,72.24,1.4,7318.0,50ml,Unisex,Tube,Hyaluronic Acid,False,UK
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Make Up For Ever,Powder,Daily,122.04,4.4,6102.0,200ml,Male,Bottle,Retinol,True,South Korea
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Powder,Monthly,71.15,4.7,1878.0,200ml,Unisex,Tube,Aloe Vera,False,Italy
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,CC Cream,Occasional,64.67,1.3,8987.0,100ml,Female,Jar,Salicylic Acid,True,USA
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,IT Cosmetics,Eyeliner,Monthly,11.63,2.0,3838.0,200ml,Female,Stick,Glycerin,True,Japan
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Huda Beauty,Makeup Remover,Weekly,61.37,3.4,6829.0,50ml,Female,Compact,Vitamin C,True,USA
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Too Faced,Setting Spray,Monthly,80.97,2.3,9236.0,250ml,Male,Spray,Glycerin,False,Australia
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Sisley,Setting Spray,Occasional,27.13,4.2,4481.0,250ml,Male,Compact,Hyaluronic Acid,False,USA
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Eye Shadow,Monthly,36.57,1.1,2461.0,150ml,Male,Jar,Aloe Vera,True,Italy
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Makeup Remover,Monthly,102.79,1.5,6675.0,30ml,Unisex,Tube,Shea Butter,True,France
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Fenty Beauty,Foundation,Occasional,78.0,1.0,6316.0,150ml,Female,Jar,Aloe Vera,True,Germany
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Bobby Brown,Bronzer,Monthly,129.84,3.3,6687.0,150ml,Unisex,Bottle,Aloe Vera,True,Japan
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,Primer,Monthly,104.84,2.2,4139.0,150ml,Female,Compact,Glycerin,True,Italy
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Bourjois,CC Cream,Daily,84.71,3.9,8385.0,100ml,Male,Stick,Glycerin,False,Germany
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,E.l.f.,Blush,Daily,49.74,4.5,516.0,100ml,Unisex,Tube,Retinol,False,South Korea
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Sisley,Setting Spray,Weekly,21.11,4.1,8252.0,50ml,Unisex,Bottle,Glycerin,False,Japan
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Lip Liner,Daily,147.74,1.4,7844.0,30ml,Unisex,Jar,Aloe Vera,False,South Korea
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Face Oil,Monthly,83.89,1.7,450.0,30ml,Male,Bottle,Shea Butter,True,France
Dry,Perfect Lip Gloss,General skincare,No URL available,No Image,Becca,CC Cream,Monthly,133.22,4.3,2268.0,150ml,Male,Spray,Glycerin,True,UK
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Foundation,Monthly,119.22,2.8,8082.0,250ml,Unisex,Stick,Hyaluronic Acid,True,France
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Glossier,Eye Shadow,Occasional,100.13,4.0,1856.0,30ml,Female,Stick,Hyaluronic Acid,False,Germany
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,IT Cosmetics,BB Cream,Occasional,102.44,2.1,6323.0,200ml,Male,Stick,Vitamin C,False,Australia
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Powder,Occasional,124.62,2.9,9968.0,30ml,Male,Spray,Hyaluronic Acid,False,Germany
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Moisturizer,Occasional,71.33,1.3,1385.0,200ml,Unisex,Spray,Shea Butter,False,South Korea
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Powder,Monthly,51.77,3.2,7244.0,150ml,Female,Jar,Vitamin C,True,France
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Powder,Daily,12.25,4.8,8525.0,50ml,Female,Spray,Salicylic Acid,True,Japan
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Eyeliner,Occasional,11.11,1.8,2725.0,100ml,Female,Compact,Glycerin,True,USA
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Anastasia Beverly Hills,Highlighter,Occasional,99.66,4.6,4473.0,200ml,Female,Jar,Shea Butter,True,South Korea
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Tatcha,Highlighter,Monthly,51.57,3.5,1247.0,30ml,Unisex,Spray,Salicylic Acid,False,South Korea
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Patrick Ta,Lipstick,Daily,10.59,1.4,3876.0,200ml,Unisex,Jar,Shea Butter,True,Japan
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Natasha Denona,BB Cream,Daily,146.59,4.7,3276.0,200ml,Male,Jar,Shea Butter,False,Germany
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Powder,Monthly,60.08,2.1,3219.0,50ml,Unisex,Stick,Shea Butter,False,Australia
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Lip Gloss,Occasional,120.99,2.6,9009.0,100ml,Male,Spray,Vitamin C,True,USA
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,NARS,Primer,Daily,89.5,2.9,3977.0,100ml,Female,Stick,Glycerin,False,Italy
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Foundation,Daily,23.16,4.4,7335.0,250ml,Female,Jar,Retinol,False,UK
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Shiseido,CC Cream,Occasional,49.21,4.8,3542.0,250ml,Female,Compact,Vitamin C,False,Australia
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Too Faced,Bronzer,Occasional,47.4,3.7,2221.0,150ml,Unisex,Jar,Glycerin,False,USA
Normal,Perfect Lip Gloss,General skincare,No URL available,No Image,Bite Beauty,Contour,Weekly,45.66,4.1,3923.0,150ml,Male,Tube,Retinol,False,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Becca,Highlighter,Monthly,90.72,1.5,6990.0,200ml,Female,Stick,Salicylic Acid,True,USA
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Lip Liner,Weekly,34.52,3.5,9621.0,30ml,Unisex,Stick,Retinol,False,South Korea
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Glossier,Moisturizer,Weekly,146.52,2.5,5614.0,100ml,Female,Tube,Shea Butter,True,UK
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Make Up For Ever,Serum,Weekly,135.1,3.1,3813.0,100ml,Male,Jar,Vitamin C,False,USA
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Exfoliator,Weekly,119.07,4.6,4722.0,200ml,Unisex,Spray,Shea Butter,False,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Yves Saint Laurent,Face Mask,Weekly,119.66,2.3,1805.0,150ml,Female,Jar,Shea Butter,False,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Farsali,BB Cream,Daily,123.65,1.1,1623.0,150ml,Unisex,Spray,Salicylic Acid,True,USA
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Exfoliator,Occasional,70.22,1.8,4989.0,100ml,Female,Bottle,Vitamin C,False,South Korea
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Urban Decay,Face Oil,Monthly,49.19,2.8,3575.0,150ml,Unisex,Spray,Glycerin,False,Australia
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Powder,Occasional,145.72,4.5,4993.0,100ml,Unisex,Bottle,Retinol,False,Italy
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Anastasia Beverly Hills,Highlighter,Occasional,103.93,1.8,7102.0,100ml,Unisex,Compact,Vitamin C,True,USA
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Farsali,Primer,Monthly,90.23,4.1,4620.0,100ml,Unisex,Bottle,Shea Butter,True,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Contour,Monthly,57.01,4.6,3585.0,250ml,Male,Stick,Salicylic Acid,False,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Yves Saint Laurent,Lipstick,Weekly,149.9,1.1,2192.0,150ml,Male,Stick,Shea Butter,True,Germany
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Blush,Daily,10.79,1.8,4255.0,200ml,Unisex,Compact,Shea Butter,False,USA
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,E.l.f.,BB Cream,Weekly,126.31,4.7,6603.0,50ml,Male,Compact,Shea Butter,False,France
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Farsali,Bronzer,Occasional,93.57,2.4,1294.0,50ml,Unisex,Compact,Salicylic Acid,False,UK
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Danessa Myricks,Moisturizer,Occasional,134.74,1.5,2202.0,250ml,Male,Stick,Hyaluronic Acid,True,UK
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Farsali,Eye Shadow,Weekly,25.81,3.3,3109.0,150ml,Unisex,Jar,Hyaluronic Acid,True,Italy
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Exfoliator,Weekly,97.53,4.1,4526.0,100ml,Female,Spray,Aloe Vera,True,South Korea
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Bronzer,Daily,19.86,2.4,8567.0,30ml,Unisex,Spray,Glycerin,True,Italy
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Ilia Beauty,Setting Spray,Monthly,128.93,3.2,4715.0,250ml,Male,Bottle,Glycerin,True,Italy
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Highlighter,Monthly,38.12,4.8,974.0,150ml,Unisex,Stick,Shea Butter,True,South Korea
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Perricone MD,Powder,Monthly,55.42,4.1,8359.0,30ml,Male,Spray,Glycerin,False,France
Oily,Perfect Lip Gloss,General skincare,No URL available,No Image,Danessa Myricks,Face Mask,Daily,79.09,1.2,2883.0,200ml,Female,Spray,Retinol,False,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Moisturizer,Weekly,97.05,3.4,6185.0,200ml,Male,Spray,Salicylic Acid,False,UK
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Contour,Occasional,60.04,3.5,5080.0,100ml,Male,Tube,Retinol,False,Italy
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,NARS,BB Cream,Daily,43.73,1.4,2197.0,150ml,Unisex,Jar,Hyaluronic Acid,True,Australia
